Training log:
epoch	loss	v_loss	|	tr_auc	tr_f1	tr_pre	tr_rec	|	v_auc	v_f1	v_pre	v_rec	|	t_auc	t_f1	t_pre	t_rec
19	0.4788	0.4938	|	0.8504	0.7367	0.7833	0.6953	|	0.7771	0.6411	0.7128	0.5826	|	0.8116	0.7192	0.7631	0.6800	|  Best result at epoch 8
20	0.4766	0.5096	|	0.8555	0.6581	0.8934	0.5209	|	0.7700	0.5412	0.8364	0.4000	|	0.8161	0.6368	0.8591	0.5059	|  Best result at epoch 8
21	0.4906	0.5120	|	0.8511	0.7397	0.7299	0.7498	|	0.7766	0.6784	0.6875	0.6696	|	0.8103	0.7307	0.7201	0.7415	|  Best result at epoch 21
22	0.4992	0.5099	|	0.8607	0.6476	0.9146	0.5013	|	0.7724	0.5238	0.8302	0.3826	|	0.8191	0.6104	0.8665	0.4711	|  Best result at epoch 21
23	0.4935	0.4986	|	0.8561	0.7522	0.7462	0.7583	|	0.7810	0.6814	0.6937	0.6696	|	0.8139	0.7296	0.7238	0.7356	|  Best result at epoch 23
24	0.4861	0.4866	|	0.8645	0.7073	0.8870	0.5881	|	0.7777	0.5763	0.8226	0.4435	|	0.8213	0.6708	0.8482	0.5548	|  Best result at epoch 23
25	0.4657	0.4675	|	0.8644	0.7521	0.8237	0.6919	|	0.7817	0.6569	0.7528	0.5826	|	0.8191	0.7168	0.7831	0.6607	|  Best result at epoch 23
26	0.4504	0.4635	|	0.8685	0.7385	0.8589	0.6477	|	0.7795	0.6000	0.7600	0.4957	|	0.8215	0.6973	0.8106	0.6119	|  Best result at epoch 23
27	0.4418	0.4534	|	0.8698	0.7616	0.8273	0.7055	|	0.7780	0.6505	0.7363	0.5826	|	0.8201	0.7158	0.7787	0.6622	|  Best result at epoch 23
28	0.4357	0.4692	|	0.8734	0.7264	0.9048	0.6068	|	0.7751	0.5778	0.8000	0.4522	|	0.8221	0.6688	0.8433	0.5541	|  Best result at epoch 23
29	0.4442	0.5135	|	0.8680	0.7463	0.7073	0.7898	|	0.7783	0.6835	0.6639	0.7043	|	0.8188	0.7241	0.6921	0.7593	|  Best result at epoch 29
30	0.5021	0.5878	|	0.8736	0.4867	0.9459	0.3277	|	0.7720	0.4082	0.9375	0.2609	|	0.8254	0.4633	0.9071	0.3111	|  Best result at epoch 29
31	0.5718	0.4978	|	0.8725	0.7643	0.7601	0.7685	|	0.7818	0.6667	0.6818	0.6522	|	0.8211	0.7207	0.7134	0.7281	|  Best result at epoch 29
32	0.4891	0.4537	|	0.8757	0.7512	0.8847	0.6528	|	0.7802	0.6114	0.7564	0.5130	|	0.8229	0.7029	0.8231	0.6133	|  Best result at epoch 29
33	0.4364	0.4399	|	0.8763	0.7667	0.8506	0.6979	|	0.7793	0.6468	0.7558	0.5652	|	0.8224	0.7163	0.7937	0.6526	|  Best result at epoch 29
34	0.4212	0.4384	|	0.8789	0.7631	0.8956	0.6647	|	0.7780	0.6186	0.7595	0.5217	|	0.8234	0.7006	0.8194	0.6119	|  Best result at epoch 29
35	0.4166	0.4405	|	0.8792	0.7694	0.8172	0.7268	|	0.7804	0.6540	0.7188	0.6000	|	0.8221	0.7177	0.7589	0.6807	|  Best result at epoch 29
36	0.4226	0.4875	|	0.8825	0.6645	0.9310	0.5166	|	0.7761	0.5380	0.8214	0.4000	|	0.8247	0.6204	0.8670	0.4830	|  Best result at epoch 29
37	0.4649	0.5071	|	0.8774	0.7537	0.6989	0.8179	|	0.7781	0.6667	0.6328	0.7043	|	0.8207	0.7168	0.6658	0.7763	|  Best result at epoch 29
38	0.4967	0.5213	|	0.8836	0.5864	0.9469	0.4247	|	0.7767	0.4387	0.8500	0.2957	|	0.8270	0.5504	0.8893	0.3985	|  Best result at epoch 29
39	0.5048	0.4525	|	0.8825	0.7734	0.8074	0.7421	|	0.7807	0.6542	0.7071	0.6087	|	0.8225	0.7130	0.7406	0.6874	|  Best result at epoch 29
40	0.4411	0.4289	|	0.8842	0.7747	0.8551	0.7081	|	0.7805	0.6471	0.7416	0.5739	|	0.8235	0.7188	0.7892	0.6600	|  Best result at epoch 29
41	0.4135	0.4226	|	0.8851	0.7760	0.8725	0.6987	|	0.7802	0.6502	0.7500	0.5739	|	0.8239	0.7152	0.7976	0.6481	|  Best result at epoch 29
42	0.4044	0.4198	|	0.8861	0.7776	0.8687	0.7038	|	0.7793	0.6502	0.7500	0.5739	|	0.8240	0.7152	0.7933	0.6511	|  Best result at epoch 29
43	0.4008	0.4177	|	0.8874	0.7807	0.8778	0.7030	|	0.7796	0.6502	0.7500	0.5739	|	0.8241	0.7130	0.7956	0.6459	|  Best result at epoch 29
44	0.3980	0.4147	|	0.8885	0.7852	0.8721	0.7140	|	0.7800	0.6439	0.7333	0.5739	|	0.8239	0.7135	0.7903	0.6504	|  Best result at epoch 29
45	0.3952	0.4126	|	0.8900	0.7869	0.8869	0.7072	|	0.7799	0.6471	0.7416	0.5739	|	0.8240	0.7094	0.7969	0.6393	|  Best result at epoch 29
46	0.3925	0.4092	|	0.8907	0.7898	0.8684	0.7243	|	0.7800	0.6473	0.7283	0.5826	|	0.8236	0.7154	0.7862	0.6563	|  Best result at epoch 29
47	0.3904	0.4111	|	0.8926	0.7803	0.9018	0.6877	|	0.7801	0.6400	0.7529	0.5565	|	0.8242	0.7014	0.8099	0.6185	|  Best result at epoch 29
48	0.3904	0.4119	|	0.8917	0.7864	0.8278	0.7489	|	0.7799	0.6667	0.7245	0.6174	|	0.8230	0.7177	0.7553	0.6837	|  Best result at epoch 29
49	0.3963	0.4361	|	0.8945	0.7409	0.9271	0.6170	|	0.7792	0.6032	0.7703	0.4957	|	0.8249	0.6693	0.8435	0.5548	|  Best result at epoch 29
50	0.4133	0.4206	|	0.8923	0.7847	0.7942	0.7753	|	0.7783	0.6667	0.7019	0.6348	|	0.8223	0.7155	0.7262	0.7052	|  Best result at epoch 29
51	0.4079	0.4300	|	0.8963	0.7471	0.9291	0.6247	|	0.7791	0.6105	0.7733	0.5043	|	0.8254	0.6726	0.8436	0.5593	|  Best result at epoch 29
52	0.4080	0.4067	|	0.8953	0.7919	0.8235	0.7626	|	0.7795	0.6481	0.6931	0.6087	|	0.8230	0.7163	0.7424	0.6919	|  Best result at epoch 29
53	0.3930	0.4136	|	0.8985	0.7732	0.9191	0.6672	|	0.7802	0.6218	0.7692	0.5217	|	0.8255	0.6877	0.8279	0.5881	|  Best result at epoch 29
54	0.3911	0.4003	|	0.8975	0.7959	0.8274	0.7668	|	0.7804	0.6544	0.6961	0.6174	|	0.8233	0.7163	0.7434	0.6911	|  Best result at epoch 29
55	0.3865	0.3919	|	0.9001	0.7932	0.8882	0.7166	|	0.7801	0.6471	0.7416	0.5739	|	0.8247	0.7087	0.7916	0.6415	|  Best result at epoch 29
56	0.3738	0.3892	|	0.9007	0.7985	0.8834	0.7285	|	0.7805	0.6442	0.7204	0.5826	|	0.8246	0.7125	0.7845	0.6526	|  Best result at epoch 29
57	0.3708	0.3871	|	0.9016	0.8024	0.8867	0.7328	|	0.7800	0.6473	0.7283	0.5826	|	0.8247	0.7115	0.7853	0.6504	|  Best result at epoch 29
58	0.3685	0.3848	|	0.9025	0.8047	0.8872	0.7362	|	0.7802	0.6473	0.7283	0.5826	|	0.8246	0.7114	0.7829	0.6519	|  Best result at epoch 29
59	0.3662	0.3827	|	0.9035	0.8062	0.8908	0.7362	|	0.7794	0.6408	0.7253	0.5739	|	0.8246	0.7101	0.7818	0.6504	|  Best result at epoch 29
60	0.3640	0.3802	|	0.9043	0.8080	0.8879	0.7413	|	0.7800	0.6473	0.7283	0.5826	|	0.8246	0.7117	0.7784	0.6556	|  Best result at epoch 29
61	0.3618	0.3785	|	0.9054	0.8088	0.8973	0.7362	|	0.7800	0.6471	0.7416	0.5739	|	0.8248	0.7069	0.7807	0.6459	|  Best result at epoch 29
62	0.3597	0.3761	|	0.9057	0.8107	0.8811	0.7506	|	0.7809	0.6507	0.7234	0.5913	|	0.8244	0.7127	0.7736	0.6607	|  Best result at epoch 29
63	0.3585	0.3817	|	0.9075	0.8023	0.9168	0.7132	|	0.7797	0.6567	0.7674	0.5739	|	0.8251	0.6985	0.8021	0.6185	|  Best result at epoch 29
64	0.3615	0.3826	|	0.9054	0.8005	0.8313	0.7719	|	0.7814	0.6605	0.7100	0.6174	|	0.8237	0.7151	0.7424	0.6896	|  Best result at epoch 29
65	0.3689	0.3999	|	0.9083	0.7765	0.9353	0.6638	|	0.7782	0.6392	0.7848	0.5391	|	0.8253	0.6832	0.8281	0.5815	|  Best result at epoch 29
66	0.3774	0.3749	|	0.9079	0.8081	0.8540	0.7668	|	0.7805	0.6445	0.7083	0.5913	|	0.8237	0.7148	0.7516	0.6815	|  Best result at epoch 29
67	0.3605	0.3762	|	0.9104	0.8055	0.9183	0.7174	|	0.7802	0.6567	0.7674	0.5739	|	0.8253	0.6965	0.7981	0.6178	|  Best result at epoch 29
68	0.3555	0.3679	|	0.9097	0.8114	0.8658	0.7634	|	0.7812	0.6445	0.7083	0.5913	|	0.8240	0.7112	0.7527	0.6741	|  Best result at epoch 29
69	0.3526	0.3732	|	0.9122	0.8063	0.9232	0.7157	|	0.7799	0.6567	0.7674	0.5739	|	0.8251	0.6965	0.8008	0.6163	|  Best result at epoch 29
70	0.3526	0.3648	|	0.9112	0.8138	0.8627	0.7702	|	0.7810	0.6509	0.7113	0.6000	|	0.8238	0.7120	0.7480	0.6793	|  Best result at epoch 29
71	0.3502	0.3755	|	0.9138	0.8025	0.9304	0.7055	|	0.7795	0.6465	0.7711	0.5565	|	0.8249	0.6904	0.8090	0.6022	|  Best result at epoch 29
72	0.3544	0.3643	|	0.9122	0.8141	0.8527	0.7787	|	0.7814	0.6605	0.7100	0.6174	|	0.8233	0.7143	0.7416	0.6889	|  Best result at epoch 29
73	0.3513	0.3764	|	0.9152	0.8029	0.9375	0.7021	|	0.7802	0.6497	0.7805	0.5565	|	0.8250	0.6875	0.8144	0.5948	|  Best result at epoch 29
74	0.3545	0.3595	|	0.9140	0.8186	0.8639	0.7779	|	0.7811	0.6542	0.7071	0.6087	|	0.8232	0.7140	0.7454	0.6852	|  Best result at epoch 29
