"153-187","153","187","1842","1"
"154-187","154","187","1842","1"
"155-187","155","187","1842","1"
"156-187","156","187","1878","0"
"157-187","157","187","1842","1"
"158-187","158","187","1857","1"
"159-187","159","187","1842","1"
"160-187","160","187","1849","1"
"161-187","161","187","1856","0"
"162-187","162","187","1842","1"
"163-187","163","187","1842","1"
"164-187","164","187","834","0"
"165-187","165","187","834","0"
"166-187","166","187","834","0"
"167-187","167","187","1708","1"
"168-187","168","187","1872","0"
"169-187","169","187","417","0"
"170-187","170","187","1869","0"
"171-187","171","187","1000","1"
"172-187","172","187","447","0"
"173-187","173","187","1041","0"
"174-187","174","187","1257","1"
"175-187","175","187","1257","1"
"176-187","176","187","1257","1"
"177-187","177","187","1193","1"
"178-187","178","187","1193","1"
"179-187","179","187","1193","1"
"180-187","180","187","1193","1"
"181-187","181","187","1193","1"
"182-187","182","187","1193","1"
"183-187","183","187","101","0"
"184-187","184","187","1550","0"
"185-187","185","187","1829","0"
"186-187","186","187","458","1"
"187-187","187","187","1875","1"
"188-187","188","187","396","1"
"189-187","189","187","886","0"
"190-187","190","187","886","0"
"191-187","191","187","894","0"
"192-187","192","187","1871","0"
"193-187","193","187","1822","0"
"194-187","194","187","1822","0"
"195-187","195","187","1822","0"
"196-187","196","187","1822","0"
"197-187","197","187","1822","0"
"198-187","198","187","1822","0"
"199-187","199","187","1822","0"
"200-187","200","187","1822","0"
"201-187","201","187","1822","0"
"202-187","202","187","1860","1"
"203-187","203","187","1824","0"
"204-187","204","187","1824","0"
"205-187","205","187","1824","0"
"206-187","206","187","943","1"
"207-187","207","187","1310","0"
"208-187","208","187","1852","1"
"209-187","209","187","1034","0"
"210-187","210","187","1034","0"
"211-187","211","187","1034","0"
"212-187","212","187","1034","0"
"213-187","213","187","1034","0"
"214-187","214","187","1830","0"
"215-187","215","187","1870","1"
"216-187","216","187","1819","1"
"217-187","217","187","1819","1"
"218-187","218","187","431","1"
"219-187","219","187","431","1"
"220-187","220","187","1198","0"
"221-187","221","187","1205","1"
"222-187","222","187","1853","1"
"223-187","223","187","1175","1"
"224-187","224","187","857","1"
"225-187","225","187","857","1"
"226-187","226","187","857","1"
"227-187","227","187","1189","0"
"228-187","228","187","1189","0"
"229-187","229","187","1189","0"
"230-187","230","187","903","0"
"231-187","231","187","850","1"
"232-187","232","187","1840","0"
"233-187","233","187","1867","0"
"234-187","234","187","1867","1"
"235-187","235","187","1867","1"
"236-187","236","187","1813","1"
"237-187","237","187","1826","1"
"238-187","238","187","1843","1"
"239-187","239","187","1861","0"
"240-187","240","187","1861","0"
"241-187","241","187","1816","0"
"242-187","242","187","1189","0"
"243-187","243","187","1426","1"
"244-187","244","187","1426","1"
"245-187","245","187","83","0"
"246-187","246","187","887","1"
"247-187","247","187","899","1"
"248-187","248","187","899","1"
"249-187","249","187","1189","0"
"250-187","250","187","1189","0"
"251-187","251","187","899","1"
"252-187","252","187","1859","0"
"253-187","253","187","1863","1"
"254-187","254","187","1863","1"
"255-187","255","187","1863","1"
"256-187","256","187","49","0"
"257-187","257","187","49","0"
"258-187","258","187","49","0"
"259-187","259","187","1810","1"
"260-187","260","187","1825","1"
"261-187","261","187","1825","1"
"262-187","262","187","1876","1"
"263-187","263","187","1876","1"
"264-187","264","187","1833","0"
"265-187","265","187","227","0"
"266-187","266","187","1809","1"
"267-187","267","187","1809","1"
"268-187","268","187","1882","0"
"269-187","269","187","1847","0"
"270-187","270","187","930","1"
"271-187","271","187","11","0"
"272-187","272","187","1828","0"
"273-187","273","187","630","1"
"274-187","274","187","630","1"
"275-187","275","187","946","1"
"276-187","276","187","1873","1"
"277-187","277","187","1858","1"
"278-187","278","187","1858","1"
"279-187","279","187","1207","0"
"280-187","280","187","1832","0"
"281-187","281","187","1832","0"
"282-187","282","187","1408","1"
"283-187","283","187","1811","1"
"284-187","284","187","1811","1"
"285-187","285","187","912","0"
"286-187","286","187","1811","1"
"287-187","287","187","912","0"
"288-187","288","187","912","0"
"289-187","289","187","1811","1"
"290-187","290","187","1811","1"
"291-187","291","187","912","0"
"292-187","292","187","912","0"
"293-187","293","187","972","0"
"294-187","294","187","2","0"
"295-187","295","187","1204","0"
"296-187","296","187","1844","1"
"297-187","297","187","1225","1"
"298-187","298","187","1225","1"
"299-187","299","187","1838","1"
"300-187","300","187","1881","1"
"301-187","301","187","1848","1"
"302-187","302","187","1881","1"
"303-187","303","187","1881","1"
"304-187","304","187","902","1"
"305-187","305","187","1881","1"
"306-187","306","187","912","0"
"307-187","307","187","1881","1"
"308-187","308","187","912","0"
"309-187","309","187","912","0"
"310-187","310","187","1845","0"
"311-187","311","187","902","1"
"312-187","312","187","833","1"
"313-187","313","187","833","1"
"314-187","314","187","833","1"
"315-187","315","187","833","1"
"316-187","316","187","2","0"
"317-187","317","187","2","0"
"318-187","318","187","1244","0"
"319-187","319","187","833","1"
"320-187","320","187","1572","0"
"321-187","321","187","1834","1"
"322-187","322","187","1485","1"
"323-187","323","187","1827","0"
"324-187","324","187","444","1"
"325-187","325","187","444","1"
"326-187","326","187","1846","0"
"327-187","327","187","1846","0"
"328-187","328","187","994","0"
"329-187","329","187","1022","1"
"330-187","330","187","1884","1"
"331-187","331","187","1831","0"
"332-187","332","187","1865","1"
"333-187","333","187","1865","1"
"334-187","334","187","1865","1"
"335-187","335","187","1831","0"
"336-187","336","187","1865","1"
"337-187","337","187","1854","0"
"338-187","338","187","1841","1"
"339-187","339","187","1373","0"
"340-187","340","187","1862","0"
"1-444","1","444","305","0"
"2-444","2","444","305","0"
"3-444","3","444","375","1"
"4-444","4","444","2337","1"
"5-444","5","444","375","1"
"6-444","6","444","2263","0"
"7-444","7","444","1851","1"
"8-444","8","444","375","0"
"9-444","9","444","2338","1"
"10-444","10","444","2339","0"
"11-444","11","444","2341","0"
"12-444","12","444","375","1"
"13-444","13","444","2341","0"
"14-444","14","444","375","1"
"15-444","15","444","2341","0"
"16-444","16","444","2340","0"
"17-444","17","444","375","1"
"18-444","18","444","1256","0"
"19-444","19","444","1256","0"
"20-444","20","444","1256","0"
"21-444","21","444","1256","0"
"22-444","22","444","1438","1"
"23-444","23","444","1438","1"
"24-444","24","444","1438","1"
"25-444","25","444","897","1"
"26-444","26","444","2035","1"
"1-451","1","451","305","0"
"2-451","2","451","1129","1"
"3-451","3","451","1783","0"
"1-983","1","983","2351","0"
"2-983","2","983","2351","0"
"3-983","3","983","2631","1"
"4-983","4","983","2351","0"
"5-983","5","983","375","1"
"6-983","6","983","407","1"
"7-983","7","983","2583","1"
"8-983","8","983","2774","0"
"9-983","9","983","375","1"
"10-983","10","983","407","1"
"11-983","11","983","1803","1"
"12-983","12","983","2814","1"
"13-983","13","983","2274","1"
"14-983","14","983","2813","1"
"1-1887","1","1887","96","0"
"2-1887","2","1887","534","1"
"3-1887","3","1887","96","0"
"4-1887","4","1887","2532","0"
"5-1887","5","1887","422","1"
"6-1887","6","1887","450","0"
"7-1887","7","1887","422","1"
"8-1887","8","1887","834","0"
"9-1887","9","1887","96","1"
"10-1887","10","1887","2312","1"
"11-1887","11","1887","2312","0"
"12-1887","12","1887","2312","1"
"13-1887","13","1887","1842","1"
"14-1887","14","1887","1842","1"
"15-1887","15","1887","1286","1"
"16-1887","16","1887","1286","1"
"17-1887","17","1887","422","0"
"18-1887","18","1887","2312","0"
"19-1887","19","1887","2312","0"
"20-1887","20","1887","2312","0"
"21-1887","21","1887","83","1"
"22-1887","22","1887","171","0"
"23-1887","23","1887","171","0"
"24-1887","24","1887","83","1"
"25-1887","25","1887","2532","0"
"26-1887","26","1887","2532","0"
"27-1887","27","1887","422","1"
"28-1887","28","1887","2532","1"
"29-1887","29","1887","422","0"
"30-1887","30","1887","422","0"
"31-1887","31","1887","2532","0"
"32-1887","32","1887","422","0"
"33-1887","33","1887","10","1"
"34-1887","34","1887","2312","0"
"35-1887","35","1887","422","1"
"36-1887","36","1887","422","0"
"37-1887","37","1887","10","1"
"38-1887","38","1887","422","0"
"39-1887","39","1887","834","0"
"40-1887","40","1887","1286","1"
"41-1887","41","1887","1286","1"
"42-1887","42","1887","1286","1"
"43-1887","43","1887","1842","1"
"44-1887","44","1887","450","0"
"45-1887","45","1887","534","1"
"46-1887","46","1887","96","0"
"47-1887","47","1887","2267","1"
"48-1887","48","1887","2267","1"
"49-1887","49","1887","171","0"
"50-1887","50","1887","171","0"
"51-1887","51","1887","171","0"
"52-1887","52","1887","2024","1"
"53-1887","53","1887","834","0"
"54-1887","54","1887","1286","1"
"55-1887","55","1887","1286","1"
"56-1887","56","1887","1286","1"
"57-1887","57","1887","834","0"
"1-2345","1","2345","3478","0"
"2-2345","2","2345","3320","1"
"3-2345","3","2345","3424","0"
"4-2345","4","2345","96","1"
"5-2345","5","2345","136","1"
"6-2345","6","2345","312","1"
"7-2345","7","2345","3478","0"
"8-2345","8","2345","96","0"
"9-2345","9","2345","3478","0"
"10-2345","10","2345","3478","0"
"11-2345","11","2345","3320","1"
"12-2345","12","2345","3320","1"
"13-2345","13","2345","3320","1"
"14-2345","14","2345","422","1"
"15-2345","15","2345","96","1"
"16-2345","16","2345","3420","0"
"17-2345","17","2345","3420","0"
"18-2345","18","2345","3424","0"
"19-2345","19","2345","3320","1"
"20-2345","20","2345","3420","0"
"21-2345","21","2345","96","1"
"22-2345","22","2345","96","1"
"23-2345","23","2345","3320","1"
"24-2345","24","2345","3479","0"
"25-2345","25","2345","3479","0"
"26-2345","26","2345","221","0"
"27-2345","27","2345","3480","1"
"28-2345","28","2345","3481","1"
"29-2345","29","2345","3481","1"
"30-2345","30","2345","3420","0"
"31-2345","31","2345","126","1"
"32-2345","32","2345","425","0"
"33-2345","33","2345","1042","0"
"1-2465","1","2465","3514","0"
"2-2465","2","2465","3517","1"
"3-2465","3","2465","3214","1"
"4-2465","4","2465","136","0"
"5-2465","5","2465","3214","1"
"6-2465","6","2465","83","0"
"7-2465","7","2465","534","1"
"8-2465","8","2465","3320","1"
"9-2465","9","2465","3214","0"
"10-2465","10","2465","3370","1"
"11-2465","11","2465","136","0"
"12-2465","12","2465","3514","0"
"13-2465","13","2465","3514","0"
"14-2465","14","2465","3514","0"
"15-2465","15","2465","3514","0"
"16-2465","16","2465","3514","0"
"17-2465","17","2465","3214","1"
"18-2465","18","2465","3214","1"
"19-2465","19","2465","3517","1"
"20-2465","20","2465","3517","1"
"21-2465","21","2465","3024","1"
"22-2465","22","2465","83","0"
"23-2465","23","2465","3320","1"
"24-2465","24","2465","375","1"
"25-2465","25","2465","375","1"
"26-2465","26","2465","375","1"
"27-2465","27","2465","3015","0"
"28-2465","28","2465","3015","1"
"29-2465","29","2465","3522","1"
"30-2465","30","2465","1298","1"
"31-2465","31","2465","3312","0"
"32-2465","32","2465","894","1"
"33-2465","33","2465","1223","1"
"1-2533","1","2533","2333","1"
"2-2533","2","2533","3545","1"
"3-2533","3","2533","83","0"
"4-2533","4","2533","375","1"
"5-2533","5","2533","96","1"
"6-2533","6","2533","136","0"
"7-2533","7","2533","450","1"
"8-2533","8","2533","34","1"
"9-2533","9","2533","2532","0"
"10-2533","10","2533","83","0"
"11-2533","11","2533","83","0"
"12-2533","12","2533","2532","0"
"13-2533","13","2533","2532","0"
"14-2533","14","2533","3545","1"
"15-2533","15","2533","3549","1"
"16-2533","16","2533","3545","1"
"17-2533","17","2533","2532","0"
"18-2533","18","2533","3545","1"
"19-2533","19","2533","2532","0"
"20-2533","20","2533","2532","0"
"21-2533","21","2533","136","0"
"22-2533","22","2533","83","1"
"23-2533","23","2533","422","1"
"24-2533","24","2533","2333","1"
"25-2533","25","2533","2333","1"
"26-2533","26","2533","136","0"
"27-2533","27","2533","2157","1"
"28-2533","28","2533","375","1"
"29-2533","29","2533","136","0"
"30-2533","30","2533","933","1"
"31-2533","31","2533","83","0"
"1-2605","1","2605","3015","1"
"2-2605","2","2605","450","0"
"3-2605","3","2605","3015","1"
"4-2605","4","2605","3565","1"
"5-2605","5","2605","3573","1"
"6-2605","6","2605","83","1"
"7-2605","7","2605","3015","1"
"1-2636","1","2636","83","0"
"2-2636","2","2636","450","0"
"3-2636","3","2636","96","1"
"4-2636","4","2636","136","1"
"5-2636","5","2636","2815","1"
"1-2651","1","2651","83","1"
"2-2651","2","2651","2532","1"
"3-2651","3","2651","450","0"
"4-2651","4","2651","450","1"
"5-2651","5","2651","534","0"
"6-2651","6","2651","2333","0"
"7-2651","7","2651","3245","1"
"8-2651","8","2651","3462","0"
"1-3028","1","3028","459","1"
"2-3028","2","3028","3713","1"
"3-3028","3","3028","3312","0"
"4-3028","4","3028","3312","0"
"5-3028","5","3028","3713","1"
"6-3028","6","3028","83","0"
"7-3028","7","3028","3344","1"
"8-3028","8","3028","3799","1"
"9-3028","9","3028","3713","1"
"10-3028","10","3028","2333","1"
"11-3028","11","3028","2333","1"
"12-3028","12","3028","3312","0"
"13-3028","13","3028","3312","0"
"14-3028","14","3028","83","0"
"15-3028","15","3028","1251","0"
"16-3028","16","3028","1251","1"
"17-3028","17","3028","1251","0"
"18-3028","18","3028","1734","0"
"19-3028","19","3028","915","1"
"20-3028","20","3028","1928","1"
"21-3028","21","3028","3801","0"
"22-3028","22","3028","1267","1"
"23-3028","23","3028","2974","1"
"24-3028","24","3028","2974","1"
"25-3028","25","3028","400","1"
"26-3028","26","3028","3803","0"
"27-3028","27","3028","3802","1"
"28-3028","28","3028","3802","1"
"29-3028","29","3028","3800","1"
"1-3345","1","3345","1267","0"
"2-3345","2","3345","450","0"
"3-3345","3","3345","1267","0"
"4-3345","4","3345","83","1"
"5-3345","5","3345","1068","0"
"6-3345","6","3345","136","1"
"7-3345","7","3345","1068","0"
"8-3345","8","3345","2808","1"
"9-3345","9","3345","1189","0"
"10-3345","10","3345","1267","0"
"11-3345","11","3345","1267","0"
"12-3345","12","3345","136","1"
"13-3345","13","3345","1267","0"
"14-3345","14","3345","3610","0"
"15-3345","15","3345","136","1"
"16-3345","16","3345","1267","0"
"17-3345","17","3345","1267","0"
"18-3345","18","3345","3610","0"
"19-3345","19","3345","1267","0"
"20-3345","20","3345","83","1"
"21-3345","21","3345","431","1"
"22-3345","22","3345","3220","0"
"23-3345","23","3345","3220","0"
"24-3345","24","3345","3220","0"
"25-3345","25","3345","3220","0"
"26-3345","26","3345","2808","1"
"27-3345","27","3345","3220","0"
"28-3345","28","3345","136","1"
"29-3345","29","3345","136","1"
"30-3345","30","3345","1267","0"
"31-3345","31","3345","1267","1"
"32-3345","32","3345","1267","0"
"33-3345","33","3345","2024","1"
"34-3345","34","3345","1267","0"
"35-3345","35","3345","3610","1"
"36-3345","36","3345","3610","0"
"37-3345","37","3345","431","1"
"38-3345","38","3345","1267","0"
"39-3345","39","3345","2024","1"
"40-3345","40","3345","2024","1"
"41-3345","41","3345","2024","1"
"42-3345","42","3345","1267","0"
"43-3345","43","3345","1267","0"
"44-3345","44","3345","1267","0"
"45-3345","45","3345","2787","0"
"46-3345","46","3345","2024","1"
"47-3345","47","3345","2024","1"
"48-3345","48","3345","1267","0"
"49-3345","49","3345","1267","0"
"50-3345","50","3345","1267","0"
"51-3345","51","3345","2787","1"
"52-3345","52","3345","2024","1"
"53-3345","53","3345","2784","0"
"54-3345","54","3345","1267","0"
"55-3345","55","3345","1267","0"
"56-3345","56","3345","2787","0"
"57-3345","57","3345","2787","0"
"58-3345","58","3345","2024","1"
"59-3345","59","3345","2024","1"
"60-3345","60","3345","2024","1"
"61-3345","61","3345","1267","0"
"62-3345","62","3345","1267","0"
"63-3345","63","3345","1267","0"
"64-3345","64","3345","83","1"
"65-3345","65","3345","83","1"
"66-3345","66","3345","1267","0"
"67-3345","67","3345","1267","0"
"68-3345","68","3345","1267","0"
"69-3345","69","3345","1267","0"
"70-3345","70","3345","431","1"
"71-3345","71","3345","2024","1"
"72-3345","72","3345","2024","1"
"73-3345","73","3345","1267","0"
"74-3345","74","3345","1267","0"
"75-3345","75","3345","3610","0"
"76-3345","76","3345","3610","0"
"77-3345","77","3345","3610","0"
"78-3345","78","3345","2024","1"
"79-3345","79","3345","1267","0"
"80-3345","80","3345","3970","1"
"81-3345","81","3345","2024","1"
"82-3345","82","3345","3971","0"
"83-3345","83","3345","1267","0"
"84-3345","84","3345","2024","1"
"85-3345","85","3345","1267","1"
"86-3345","86","3345","1267","0"
"87-3345","87","3345","3507","0"
"88-3345","88","3345","1902","1"
"89-3345","89","3345","1902","1"
"90-3345","90","3345","1267","0"
"91-3345","91","3345","1267","0"
"92-3345","92","3345","1267","0"
"93-3345","93","3345","171","0"
"94-3345","94","3345","2024","1"
"95-3345","95","3345","1902","1"
"96-3345","96","3345","1902","1"
"97-3345","97","3345","1267","0"
"98-3345","98","3345","1267","1"
"99-3345","99","3345","1267","0"
"100-3345","100","3345","1267","0"
"101-3345","101","3345","2024","1"
"102-3345","102","3345","1267","0"
"103-3345","103","3345","2024","1"
"104-3345","104","3345","1267","0"
"105-3345","105","3345","431","1"
"106-3345","106","3345","2192","1"
"107-3345","107","3345","1267","1"
"108-3345","108","3345","2192","1"
"109-3345","109","3345","1267","0"
"110-3345","110","3345","2192","1"
"111-3345","111","3345","2192","1"
"112-3345","112","3345","3972","0"
"113-3345","113","3345","2264","1"
"114-3345","114","3345","3973","0"
"115-3345","115","3345","2273","0"
"1-3516","1","3516","3759","0"
"2-3516","2","3516","450","0"
"3-3516","3","3516","136","1"
"4-3516","4","3516","450","1"
"5-3516","5","3516","322","0"
"6-3516","6","3516","1190","1"
"7-3516","7","3516","3654","0"
"8-3516","8","3516","3759","0"
"9-3516","9","3516","3957","1"
"10-3516","10","3516","3759","0"
"11-3516","11","3516","3957","1"
"12-3516","12","3516","3957","1"
"13-3516","13","3516","3759","0"
"14-3516","14","3516","2273","0"
"15-3516","15","3516","4081","1"
"16-3516","16","3516","4081","1"
"17-3516","17","3516","1810","1"
"18-3516","18","3516","1810","1"
"19-3516","19","3516","1068","0"
"20-3516","20","3516","3759","0"
"1-3620","1","3620","4152","1"
"2-3620","2","3620","1189","0"
"3-3620","3","3620","4107","1"
"4-3620","4","3620","3853","0"
"5-3620","5","3620","2273","0"
"6-3620","6","3620","1927","0"
"7-3620","7","3620","2024","1"
"8-3620","8","3620","431","1"
"9-3620","9","3620","3853","1"
"10-3620","10","3620","3853","0"
"11-3620","11","3620","3227","0"
"12-3620","12","3620","3684","1"
"13-3620","13","3620","4141","1"
"14-3620","14","3620","431","1"
"15-3620","15","3620","3853","0"
"16-3620","16","3620","3853","1"
"17-3620","17","3620","3853","0"
"18-3620","18","3620","3610","1"
"19-3620","19","3620","3853","0"
"20-3620","20","3620","3414","1"
"21-3620","21","3620","3414","1"
"22-3620","22","3620","3610","0"
"23-3620","23","3620","3610","0"
"24-3620","24","3620","4151","0"
"25-3620","25","3620","3610","1"
"26-3620","26","3620","431","1"
"27-3620","27","3620","431","1"
"28-3620","28","3620","337","0"
"29-3620","29","3620","337","0"
"30-3620","30","3620","337","0"
"31-3620","31","3620","3610","0"
"32-3620","32","3620","3610","0"
"33-3620","33","3620","337","0"
"34-3620","34","3620","337","0"
"35-3620","35","3620","4150","0"
"1-4121","1","4121","450","0"
"2-4121","2","4121","4522","1"
"3-4121","3","4121","281","0"
"4-4121","4","4121","281","0"
"5-4121","5","4121","450","0"
"6-4121","6","4121","1510","1"
"7-4121","7","4121","739","0"
"1-4122","1","4122","450","0"
"2-4122","2","4122","1492","1"
"3-4122","3","4122","1068","0"
"4-4122","4","4122","1492","1"
"5-4122","5","4122","3312","1"
"1-4167","1","4167","3713","0"
"2-4167","2","4167","1068","1"
"3-4167","3","4167","1082","0"
"4-4167","4","4167","2982","1"
"5-4167","5","4167","1082","0"
"6-4167","6","4167","2650","0"
"7-4167","7","4167","2982","1"
"8-4167","8","4167","1068","0"
"9-4167","9","4167","164","0"
"10-4167","10","4167","1032","1"
"11-4167","11","4167","862","1"
"12-4167","12","4167","912","0"
"13-4167","13","4167","862","1"
"14-4167","14","4167","912","0"
"15-4167","15","4167","862","1"
"16-4167","16","4167","912","0"
"17-4167","17","4167","862","1"
"18-4167","18","4167","912","0"
"19-4167","19","4167","862","1"
"20-4167","20","4167","912","0"
"21-4167","21","4167","862","1"
"1-4291","1","4291","4675","1"
"2-4291","2","4291","4649","0"
"3-4291","3","4291","450","0"
"4-4291","4","4291","4675","1"
"5-4291","5","4291","4675","1"
"6-4291","6","4291","4543","1"
"7-4291","7","4291","164","0"
"8-4291","8","4291","164","0"
"9-4291","9","4291","4649","0"
"10-4291","10","4291","164","0"
"11-4291","11","4291","2815","1"
"12-4291","12","4291","104","0"
"13-4291","13","4291","4649","0"
"14-4291","14","4291","4611","1"
"15-4291","15","4291","1426","0"
"16-4291","16","4291","450","0"
"17-4291","17","4291","2815","1"
"18-4291","18","4291","4675","1"
"19-4291","19","4291","4675","1"
"20-4291","20","4291","4675","1"
"21-4291","21","4291","4649","0"
"22-4291","22","4291","164","0"
"23-4291","23","4291","164","1"
"24-4291","24","4291","164","1"
"25-4291","25","4291","4675","1"
"26-4291","26","4291","164","0"
"27-4291","27","4291","4675","1"
"28-4291","28","4291","4675","1"
"29-4291","29","4291","164","0"
"30-4291","30","4291","164","0"
"31-4291","31","4291","1426","0"
"32-4291","32","4291","4013","1"
"33-4291","33","4291","164","0"
"34-4291","34","4291","4013","1"
"35-4291","35","4291","164","0"
"36-4291","36","4291","2815","1"
"37-4291","37","4291","4013","1"
"38-4291","38","4291","164","0"
"39-4291","39","4291","4013","1"
"40-4291","40","4291","164","0"
"41-4291","41","4291","4013","1"
"42-4291","42","4291","164","0"
"43-4291","43","4291","164","0"
"44-4291","44","4291","164","0"
"45-4291","45","4291","912","0"
"46-4291","46","4291","869","1"
"47-4291","47","4291","869","1"
"48-4291","48","4291","164","0"
"49-4291","49","4291","4683","1"
"1-4474","1","4474","4848","1"
"2-4474","2","4474","3853","0"
"3-4474","3","4474","4829","0"
"4-4474","4","4474","450","0"
"5-4474","5","4474","3853","0"
"6-4474","6","4474","930","1"
"7-4474","7","4474","930","1"
"8-4474","8","4474","4045","0"
"9-4474","9","4474","4045","0"
"10-4474","10","4474","4045","0"
"11-4474","11","4474","4849","1"
"12-4474","12","4474","4849","1"
"13-4474","13","4474","4826","0"
"14-4474","14","4474","4045","0"
"15-4474","15","4474","3689","1"
"16-4474","16","4474","3689","1"
"17-4474","17","4474","3689","1"
"18-4474","18","4474","3130","0"
"19-4474","19","4474","2","0"
"20-4474","20","4474","2","0"
"21-4474","21","4474","2","0"
"22-4474","22","4474","3746","1"
"23-4474","23","4474","4045","0"
"24-4474","24","4474","4045","0"
"1-4516","1","4516","4894","0"
"2-4516","2","4516","4296","1"
"3-4516","3","4516","3130","1"
"4-4516","4","4516","66","1"
"5-4516","5","4516","1466","1"
"6-4516","6","4516","2","0"
"7-4516","7","4516","2","0"
"8-4516","8","4516","1466","1"
"9-4516","9","4516","4296","1"
"10-4516","10","4516","4894","0"
"11-4516","11","4516","2","0"
"12-4516","12","4516","2","0"
"13-4516","13","4516","1466","1"
"14-4516","14","4516","2","0"
"15-4516","15","4516","4045","0"
"16-4516","16","4516","951","1"
"17-4516","17","4516","66","1"
"18-4516","18","4516","4045","0"
"19-4516","19","4516","988","1"
"1-4520","1","4520","4901","0"
"2-4520","2","4520","4905","1"
"3-4520","3","4520","4905","1"
"4-4520","4","4520","2785","1"
"5-4520","5","4520","4907","0"
